"Source Function / Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"RodPlaneBuilderFromDet::computeBounds","0.0208247","[Unknown]","RodPlaneBuilderFromDet::computeBounds(std::vector<GeomDet const*, std::allocator<GeomDet const*>> const&, Plane const&) const","stl_vector.h","0"
"SiPixelClusterProducer::run<edm::DetSetVector<PixelDigi>>","0.0208102","[Unknown]","void SiPixelClusterProducer::run<edm::DetSetVector<PixelDigi>>(edm::DetSetVector<PixelDigi> const&, edm::ESHandle<TrackerGeometry> const&, edmNew::DetSetVector<SiPixelCluster>&)","SiPixelClusterProducer.cc","0"
"Eigen::PlainObjectBase<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>::cols","0.0208014","[Unknown]","Eigen::PlainObjectBase<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>::cols(void) const","PlainObjectBase.h","0"
"je_extent_heap_first","0.0207957","[Unknown]","je_extent_heap_first","extent.c","0"
"FsmwClusterizer1DNameSpace::fsmw<void>","0.0207092","[Unknown]","std::pair<std::vector<Cluster1D<void>, std::allocator<Cluster1D<void>>>::const_iterator, std::vector<Cluster1D<void>, std::allocator<Cluster1D<void>>>::const_iterator> FsmwClusterizer1DNameSpace::fsmw<void>(std::vector<Cluster1D<void>, std::allocator<Cluster1D<void>>> const&, double)","stl_iterator.h","0"
"std::vector<float, std::allocator<float>>::size","0.0206153","[Unknown]","std::vector<float, std::allocator<float>>::size(void) const","stl_vector.h","0"
"llvm::DataExtractor::getU8","0.0205757","[Unknown]","llvm::DataExtractor::getU8(unsigned int*) const","[Unknown]","0"
"llvm::FoldingSet<clang::NestedNameSpecifier>::NodeEquals","0.0205684","[Unknown]","llvm::FoldingSet<clang::NestedNameSpecifier>::NodeEquals(llvm::FoldingSetBase::Node*, llvm::FoldingSetNodeID const&, unsigned int, llvm::FoldingSetNodeID&) const","[Unknown]","0"
"func@0x131b30","0.0205562","[Unknown]","func@0x131b30","[Unknown]","0"
"func@0x2ad10","0.020505","[Unknown]","func@0x2ad10","[Unknown]","0"
"clang::Sema::CppLookupName","0.0204072","[Unknown]","clang::Sema::CppLookupName(clang::LookupResult&, clang::Scope*)","[Unknown]","0"
"__log2_finite","0.0203814","[Unknown]","__log2_finite","[Unknown]","0"
"write","0.0203501","[Unknown]","write","[Unknown]","0"
"func@0x25d60","0.0202992","[Unknown]","func@0x25d60","[Unknown]","0"
"__close","0.0202826","[Unknown]","__close","[Unknown]","0"
"Eigen::internal::generic_product_impl<Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)-1, (bool)0>, Eigen::Block<Eigen::Matrix<float, (int)5, (int)1, (int)0, (int)5, (int)1>, (int)-1, (int)1, (bool)0>, Eigen::DenseShape, Eigen::DenseShape, (int)3>::subTo<Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)1, (bool)0>>","0.0202167","[Unknown]","void Eigen::internal::generic_product_impl<Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)-1, (bool)0>, Eigen::Block<Eigen::Matrix<float, (int)5, (int)1, (int)0, (int)5, (int)1>, (int)-1, (int)1, (bool)0>, Eigen::DenseShape, Eigen::DenseShape, (int)3>::subTo<Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)1, (bool)0>>(Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)1, (bool)0>&, Eigen::Block<Eigen::Matrix<float, (int)5, (int)5, (int)0, (int)5, (int)5>, (int)-1, (int)-1, (bool)0> const&, Eigen::Block<Eigen::Matrix<float, (int)5, (int)1, (int)0, (int)5, (int)1>, (int)-1, (int)1, (bool)0> const&)","ProductEvaluators.h","0"
"eigen_solve_submatrix","0.0201957","[Unknown]","eigen_solve_submatrix(Eigen::Matrix<double, (int)-1, (int)-1, (int)0, (int)12, (int)12>&, Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)12, (int)1>&, Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)12, (int)1>&, unsigned int)","PulseChiSqSNNLS.cc","0"
"fastjet::LazyTiling9::_tj_set_jetinfo","0.0201387","[Unknown]","fastjet::LazyTiling9::_tj_set_jetinfo(fastjet::TiledJet*, int)","LazyTiling9.cc","0"
"Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<double, double>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<double>, Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<double, double>, (int)0>, (int)3, (int)0>::run","0.0201179","[Unknown]","Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<double, double>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<double>, Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<double, double>, (int)0>, (int)3, (int)0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<double, double>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<double>, Eigen::Matrix<double, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<double, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<double, double>, (int)0>&)","AssignEvaluator.h","0"
"std::vector<BStorageArray, std::allocator<BStorageArray>>::operator[]","0.0200781","[Unknown]","std::vector<BStorageArray, std::allocator<BStorageArray>>::operator[](unsigned long) const","stl_vector.h","0"
"std::__lower_bound<__gnu_cxx::__normal_iterator<std::pair<unsigned int, DDValue> const*, std::vector<std::pair<unsigned int, DDValue>, std::allocator<std::pair<unsigned int, DDValue>>>>, std::pair<unsigned int, DDValue>, __gnu_cxx::__ops::_Iter_less_val>","0.0200703","[Unknown]","__gnu_cxx::__normal_iterator<std::pair<unsigned int, DDValue> const*, std::vector<std::pair<unsigned int, DDValue>, std::allocator<std::pair<unsigned int, DDValue>>>> std::__lower_bound<__gnu_cxx::__normal_iterator<std::pair<unsigned int, DDValue> const*, std::vector<std::pair<unsigned int, DDValue>, std::allocator<std::pair<unsigned int, DDValue>>>>, std::pair<unsigned int, DDValue>, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<std::pair<unsigned int, DDValue> const*, std::vector<std::pair<unsigned int, DDValue>, std::allocator<std::pair<unsigned int, DDValue>>>>, __gnu_cxx::__normal_iterator<std::pair<unsigned int, DDValue> const*, std::vector<std::pair<unsigned int, DDValue>, std::allocator<std::pair<unsigned int, DDValue>>>>, std::pair<unsigned int, DDValue> const&, __gnu_cxx::__ops::_Iter_less_val)","stl_algobase.h","0"
"fastjet::PseudoJet::_finish_init","0.0200615","[Unknown]","fastjet::PseudoJet::_finish_init(void)","PseudoJet.cc","0"
"TClass::ClassProperty","0.0200576","[Unknown]","TClass::ClassProperty(void) const","[Unknown]","0"
"EEDetId::unhashIndex","0.0200405","[Unknown]","EEDetId::unhashIndex(int)","EEDetId.cc","0"
"clang::ASTContext::getTemplateSpecializationType","0.0200303","[Unknown]","clang::ASTContext::getTemplateSpecializationType(clang::TemplateName, llvm::ArrayRef<clang::TemplateArgument>, clang::QualType) const","[Unknown]","0"
"tbb::interface5::tbb_hasher<unsigned int>","0.0200292","[Unknown]","unsigned long tbb::interface5::tbb_hasher<unsigned int>(unsigned int const&)","_tbb_hash_compare_impl.h","0"
"edm::Ref<edm::HepMCProduct, HepMC::GenVertex, edm::refhelper::FindTrait<edm::HepMCProduct, HepMC::GenVertex>::Find>::Ref","0.0200272","[Unknown]","edm::Ref<edm::HepMCProduct, HepMC::GenVertex, edm::refhelper::FindTrait<edm::HepMCProduct, HepMC::GenVertex>::Find>::Ref(edm::RefCore const&, int const&)","Ref.h","0"
"Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>>, Eigen::internal::assign_op<float, float>, (int)0>, (int)3, (int)0>::run","0.0200148","[Unknown]","Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>>, Eigen::internal::assign_op<float, float>, (int)0>, (int)3, (int)0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>>, Eigen::internal::assign_op<float, float>, (int)0>&)","AssignEvaluator.h","0"
"HepGeom::BasicVector3D<double>::angle","0.02","[Unknown]","HepGeom::BasicVector3D<double>::angle(HepGeom::BasicVector3D<double> const&) const","BasicVector3D.cc","0"
"cond::persistency::Session::operator=","0.02","[Unknown]","cond::persistency::Session::operator=(cond::persistency::Session const&)","Session.cc","0"
"std::operator<<<std::char_traits<char>>","0.02","[Unknown]","std::basic_ostream<char, std::char_traits<char>>& std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)","ostream","0"
"edm::ErrorObj::opltlt<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>","0.02","[Unknown]","edm::ErrorObj& edm::ErrorObj::opltlt<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","ErrorObj.icc","0"
"cond::Binary::Binary","0.02","[Unknown]","cond::Binary::Binary(coral::Blob const&)","Binary.cc","0"
"edmNew::DetSetVector<SiPixelCluster>::FastFiller::push_back","0.02","[Unknown]","edmNew::DetSetVector<SiPixelCluster>::FastFiller::push_back(SiPixelCluster&&)","DetSetVectorNew.h","0"
"CaloTower::CaloTower","0.02","[Unknown]","CaloTower::CaloTower(CaloTower const&)","CaloTower.h","0"
"llvm::DWARFFormValue::getAsAddress","0.02","[Unknown]","llvm::DWARFFormValue::getAsAddress(llvm::DWARFUnit const*) const","[Unknown]","0"
"edm::InputTag::indexFor","0.02","[Unknown]","edm::InputTag::indexFor(edm::TypeID const&, edm::BranchType, void const*) const","InputTag.cc","0"
"cms::Digest::Digest","0.02","[Unknown]","cms::Digest::Digest(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","Digest.cc","0"
"normal_contentTok","0.02","[Unknown]","normal_contentTok","xmltok_impl.c","0"
"doProlog","0.02","[Unknown]","doProlog","xmlparse.c","0"
"access","0.02","[Unknown]","access","[Unknown]","0"
"edm::Event::getByToken<std::vector<reco::Vertex, std::allocator<reco::Vertex>>>","0.02","[Unknown]","bool edm::Event::getByToken<std::vector<reco::Vertex, std::allocator<reco::Vertex>>>(edm::EDGetTokenT<std::vector<reco::Vertex, std::allocator<reco::Vertex>>>, edm::Handle<std::vector<reco::Vertex, std::allocator<reco::Vertex>>>&) const","Event.h","0"
"edm::service::ThreadSafeLogMessageLoggerScribe::runCommand","0.02","[Unknown]","edm::service::ThreadSafeLogMessageLoggerScribe::runCommand(edm::MessageLoggerQ::OpCode, void*)","ThreadSafeLogMessageLoggerScribe.cc","0"
"Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, (int)4, (int)1, (int)0, (int)4, (int)1>, (int)-1, (int)1, (bool)0>, (int)0>::MapBase","0.02","[Unknown]","Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, (int)4, (int)1, (int)0, (int)4, (int)1>, (int)-1, (int)1, (bool)0>, (int)0>::MapBase(Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, (int)4, (int)1, (int)0, (int)4, (int)1>, (int)-1, (int)1, (bool)0>, (int)0> const&)","MapBase.h","0"
"extent_nfree_get","0.02","[Unknown]","extent_nfree_get","extent_inlines.h","0"
"std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<(bool)0, (bool)1, (bool)1>>::_M_insert_unique_node","0.02","[Unknown]","std::_Hashtable<unsigned int, unsigned int, std::allocator<unsigned int>, std::__detail::_Identity, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<(bool)0, (bool)1, (bool)1>>::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<unsigned int, (bool)0>*, unsigned long)","hashtable.h","0"
"extent_base_get","0.02","[Unknown]","extent_base_get","extent_inlines.h","0"
"edm::PrincipalGetAdapter::~PrincipalGetAdapter","0.02","[Unknown]","edm::PrincipalGetAdapter::~PrincipalGetAdapter(void)","PrincipalGetAdapter.cc","0"
"edm::Ref<std::vector<PSimHit, std::allocator<PSimHit>>, PSimHit, edm::refhelper::FindUsingAdvance<std::vector<PSimHit, std::allocator<PSimHit>>, PSimHit>>::key","0.02","[Unknown]","edm::Ref<std::vector<PSimHit, std::allocator<PSimHit>>, PSimHit, edm::refhelper::FindUsingAdvance<std::vector<PSimHit, std::allocator<PSimHit>>, PSimHit>>::key(void) const","Ref.h","0"
"TrackProducerBase<reco::Track>::getFromES","0.02","[Unknown]","TrackProducerBase<reco::Track>::getFromES(edm::EventSetup const&, edm::ESHandle<TrackerGeometry>&, edm::ESHandle<MagneticField>&, edm::ESHandle<TrajectoryFitter>&, edm::ESHandle<Propagator>&, edm::ESHandle<MeasurementTracker>&, edm::ESHandle<TransientTrackingRecHitBuilder>&)","TrackProducerBase.icc","0"
"HcalPulseShapes::computeHPDShape","0.02","[Unknown]","HcalPulseShapes::computeHPDShape(float, float, float, float, float, float, float, float, HcalPulseShape&)","new_allocator.h","0"
"PyThread_release_lock","0.02","[Unknown]","PyThread_release_lock","thread_pthread.h","0"
"std::vector<edmNew::DetSet<SiPixelCluster>, std::allocator<edmNew::DetSet<SiPixelCluster>>>::operator[]","0.02","[Unknown]","std::vector<edmNew::DetSet<SiPixelCluster>, std::allocator<edmNew::DetSet<SiPixelCluster>>>::operator[](unsigned long) const","stl_vector.h","0"
"clang::Preprocessor::LookUpIdentifierInfo","0.02","[Unknown]","clang::Preprocessor::LookUpIdentifierInfo(clang::Token&) const","[Unknown]","0"
"reco::CaloJet::CaloJet","0.02","[Unknown]","reco::CaloJet::CaloJet(ROOT::Math::LorentzVector<ROOT::Math::PxPyPzE4D<double>> const&, ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag> const&, reco::CaloJet::Specific const&, std::vector<edm::Ptr<reco::Candidate>, std::allocator<edm::Ptr<reco::Candidate>>> const&)","CaloJet.cc","0"
"ProxyPixelTopology::type","0.02","[Unknown]","ProxyPixelTopology::type(void) const","ProxyPixelTopology.h","0"
"ROOT::Internal::RConcurrentHashColl::Hash","0.02","[Unknown]","ROOT::Internal::RConcurrentHashColl::Hash(char*, int)","[Unknown]","0"
"tbb::internal::context_guard_helper<(bool)1>::~context_guard_helper","0.02","[Unknown]","tbb::internal::context_guard_helper<(bool)1>::~context_guard_helper(void)","scheduler.h","0"
"CandidateProducer<edm::View<reco::Track>, std::vector<reco::RecoChargedRefCandidate, std::allocator<reco::RecoChargedRefCandidate>>, AnySelector, converter::TrackToRefCandidate, converter::helper::ConcreteCreator, reco::modules::NoEventSetupInit<AnySelector>>::produce","0.02","[Unknown]","CandidateProducer<edm::View<reco::Track>, std::vector<reco::RecoChargedRefCandidate, std::allocator<reco::RecoChargedRefCandidate>>, AnySelector, converter::TrackToRefCandidate, converter::helper::ConcreteCreator, reco::modules::NoEventSetupInit<AnySelector>>::produce(edm::Event&, edm::EventSetup const&)","CandidateProducer.h","0"
"[Import thunk OS_SyscallIsSuccess]","0.02","[Unknown]","[Import thunk OS_SyscallIsSuccess]","[Unknown]","0"
"boost::filesystem::path::m_path_iterator_increment","0.02","[Unknown]","boost::filesystem::path::m_path_iterator_increment(boost::filesystem::path::iterator&)","[Unknown]","0"
"clang::Lexer::LexTokenInternal","0.02","[Unknown]","clang::Lexer::LexTokenInternal(clang::Token&, bool)","[Unknown]","0"
"edm::messagedrop::StringProducerWithPhase::theContext[abi:cxx11]","0.02","[Unknown]","edm::messagedrop::StringProducerWithPhase::theContext[abi:cxx11](void) const","MessageDrop.cc","0"
"clang::DeclContext::lookup","0.02","[Unknown]","clang::DeclContext::lookup(clang::DeclarationName) const","[Unknown]","0"
"TClass::DeleteArray","0.02","[Unknown]","TClass::DeleteArray(void*, bool)","[Unknown]","0"
"TClassRef::TClassRef","0.02","[Unknown]","TClassRef::TClassRef(TClass*)","[Unknown]","0"
"std::function<void (edm::StreamContext const&, edm::PathContext const&, edm::HLTPathStatus const&)>::operator()","0.02","[Unknown]","std::function<void (edm::StreamContext const&, edm::PathContext const&, edm::HLTPathStatus const&)>::operator()(edm::StreamContext const&, edm::PathContext const&, edm::HLTPathStatus const&) const","std_function.h","0"
"clang::FunctionDecl::getNumParams","0.02","[Unknown]","clang::FunctionDecl::getNumParams(void) const","[Unknown]","0"
"edm::stream::ProducingModuleAdaptor<TrackingRegionEDProducerT<GlobalTrackingRegionProducerFromBeamSpot>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire","0.02","[Unknown]","edm::stream::ProducingModuleAdaptor<TrackingRegionEDProducerT<GlobalTrackingRegionProducerFromBeamSpot>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire(void) const","ProducingModuleAdaptor.h","0"
"TrackAssociatorEDProducer::produce","0.02","[Unknown]","TrackAssociatorEDProducer::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const","stl_uninitialized.h","0"
"reco::parser::LogicalUnaryOperator<std::logical_not<bool>>::operator()","0.02","[Unknown]","reco::parser::LogicalUnaryOperator<std::logical_not<bool>>::operator()(edm::ObjectWithDict const&) const","LogicalUnaryOperator.h","0"
